"التعليقات النحوية Grammar Comments ","تصحيح الكلمة الأصلية (إن لزم) Correction of original word (if necessary)","الكلمة الأصلية Original word","المستوى التعليمي CEFR level","عدد تكرار الكلمة Frequency of word"
"اسم",,"إجهاض","C1",
"فعل",,"عَلَم","C2",
"اسم",,"فيلق","C1",
"فعل / اسم",,"أمل","B1",
"اسم",,"خطاف","C1",
"اسم",,"حاشية","C1",
"اسم / فعل",,"نقد","B2",
"اسم",,"حمى","A2",
"فعل",,"طبّق","B2",
"اسم",,"نقابة","C1",
"صفة",,"متجانس","C1",
"اسم",,"تسبيب","C2",
"اسم",,"تحفة","C1",
"فعل",,"فرمل","C1",
"اسم",,"كذلك","B2",
"اسم",,"مخطوطة","C1",
"اسم",,"مدخرات","C1",
"فعل",,"دفعه","C2",
"فعل",,"تأمل","B2",
"اسم",,"مثلا","B1",
"فعل",,"أحرق","B2",
"صفة",,"عصري","C1",
"كلمة عامية",,"أيوه","B1",
"اسم",,"تقبيل","B2",
"صفة",,"متقاعد","B2",
"صفة",,"مكسور","B1",
"فعل",,"جمّع","C2",
"اسم",,"تنين","C1",
"اسم",,"تصفيف","C1",
"اسم",,"مداعبة","C2",
"فعل",,"تحرك","B2",
"صفة",,"برازيلي","A2",
"اسم / فعل",,"تحيز","C1",
"صفة",,"عار","C2",
"صفة",,"تقني","B2",
"فعل",,"أيقظ","B2",
"صفة",,"الفرنسية","A2",
"اسم",,"ذقن","A2",
"اسم",,"شظية","C1",
"اسم",,"عبّارة","B2",
"صفة",,"تعاوني","B2",
"فعل",,"تحسر","C1",
"فعل",,"علّم","C2",
"اسم",,"مركبة","A2",
"اسم",,"عاهرة","C1",
"فعل",,"دَعَم","B2",
"اسم",,"إحكام","C2",
"صفة",,"مستدير","B2",
"فعل",,"أنتج","B2",
"صفة",,"حصري","C1",
"اسم",,"طفلة","A2",
"اسم",,"ورك","A2",
"صفة",,"حميم","B1",
"اسم",,"بدل","B1",
"للنفى",,"ما عدا","C2",
"اسم",,"الشيوعية","C1",
"فعل",,"صوّر","B1",
"صفة",,"مهيب","C1",
"صفة",,"رئاسي","C1",
"صفة",,"أسترالي","A2",
"فعل",,"نظّم","C2",
"صفة",,"مكرر","B2",
"اسم",,"إعانة","C1",
"اسم",,"مقدما","B2",
"اسم",,"بطانية","B1",
"فعل",,"سلّم","C2",
"صفة",,"عائلي","A2",
"صفة",,"شمس","A2",
"ظرف",,"أخيرا","B1",
"فعل",,"آذى","C1",
"اسم",,"موظف","B1",
"اسم علم",,"تركيا","A2",
"فعل",,"استنفد","C1",
"فعل",,"تمني","B1",
"صفة",,"أصم","C1",
"اسم",,"إراءة","C2",
"اسم",,"حُكم","B2",
"اسم",,"امتثال","C1",
"اسم",,"موت","B1",
"اسم",,"وزن","B1",
"فعل",,"برهن","C1",
"اسم",,"كثيرا","C2",
"فعل",,"يصنع","C2",
"صفة",,"تدريجيا","B2",
"صفة",,"تالي","C2",
"اسم",,"إخلاص","B2",
"اسم",,"إفصاح","C2",
"اسم",,"مصفوفة","C1",
"فعل",,"أخفى","B2",
"فعل",,"تجادل","B2",
"اسم",,"رقصة","A2",
"اسم",,"إشراق","C1",
"فعل",,"أبحر","C2",
"صفة",,"أعزب","B1",
"اسم",,"أكسسوار","A2",
"اسم",,"جزار","A2",
"صفة",,"دفاعي","C1",
"فعل",,"ابتسم","A2",
"اسم",,"انزعاج","C2",
"ظرف",,"عاجلا","B1",
"اسم / فعل",,"رقص","B1",
"صفة",,"أبدية","C1",
"اسم  ",,"رقود","C2",
"حرف+ضمير",,"لك","B1",
"صفة",,"شاعري","B2",
"اسم",,"إفلاس","C1",
"اسم",,"عُمق","B2",
"اسم",,"ضفدع","A2",
"صفة",,"حتمي","C1",
"اسم",,"أمْر","B2",
"فعل",,"استرجع","C1",
"صفة",,"عنيد","B2",
"فعل",,"كان","B1",
"اسم",,"نفايات","B2",
"اسم",,"زوجان","B1",
"اسم",,"مقطورة","B2",
"فعل",,"جلس","C2",
"فعل",,"استشار","B2",
"صفة",,"خلوي","C1",
"صفة",,"تمثيلي","C1",
"صفة",,"موسمي","C1",
"فعل",,"أسقط","B2",
"اسم",,"دقائق","A2",
"اسم",,"محام","A2",
"اسم",,"شطرنج","A2",
"اسم",,"هكتار","A2",
"اسم",,"خوخ","A2",
"اسم علم",,"يسوع","C1",
"صفة",,"معياري","C1",
"اسم",,"مشط","A2",
"اسم",,"استنكار","C1",
"اسم",,"تحليق","C2",
"فعل",,"أضرّ","C2",
"اسم",,"شراع","C1",
"ضمير",,"أنتم","A2",
"فعل",,"ثبّت","C2",
"اسم",,"طيز","C2",
"صفة",,"حراري","C1",
"صفة",,"نتن","C1",
"اسم",,"تجفيف","C1",
"اسم",,"رفاهة","C1",
"صفة",,"سويسري","A2",
"اسم",,"مشتمل","C1",
"فعل",,"ازعج","B2",
"صفة",,"أرثوذكسي","C1",
"اسم",,"استحمام","B1",
"اسم / صفة",,"دبلوماسية","C1",
"فعل",,"ضاعف","C1",
"فعل",,"خزن","B2",
"صفة",,"أشقر","A2",
"اسم",,"انصهار","C2",
"صفة",,"مقلق","B1",
"فعل",,"لغى","C1",
"فعل",,"شكر","A2",
"اسم",,"هتاف","C1",
"اسم",,"معضلة","C2",
"صفة",,"مصرفي","A2",
"فعل",,"مات","B1",
"صفة",,"عمومي","B2",
"اسم",,"الليلة","B1",
"اسم",,"وشاح","B2",
"فعل",,"أنقذ","C2",
"حرف توكيد ونصب",,"أن","B1",
"صفة",,"ضحل","C1",
"اسم",,"لملمه","C2",
"فعل",,"غطس","B2",
"صفة",,"أنثوي","C1",
"صفة",,"فضي","A2",
"اسم",,"إيداع","B1",
"اسم",,"بالتحديد","B2",
"صفة",,"قاسٍ","C1",
"صفة",,"متطابق","C1",
"اسم علم",,"باريس","A2",
"فعل",,"علّق","C2",
"صفة",,"راض","C1",
"اسم  ",,"جرذ","C1",
"اسم",,"معاهدة","C1",
"فعل",,"أقرّ","C2",
"صفة",,"تعيس","C1",
"اسم",,"إحراق","B2",
"اسم",,"قسيس","B2",
"فعل",,"طحن","C1",
"اسم",,"شمع","B2",
"صفة",,"مستدام","C1",
"فعل",,"أضاع","B2",
"اسم",,"حمله","C2",
"اسم",,"ماشية","C1",
"صفة",,"تلفزيوني","B1",
"صفة",,"أوسط","A2",
"صفة",,"فاصلة","B1",
"صفة",,"متبقي","B2",
"فعل",,"طبّق","C2",
"اسم",,"كل","C2",
"اسم / صفة",,"منحرف","C1",
"اسم / صفة",,"تمثيلية","B1",
"اسم  ",,"مضايقة","B1",
"فعل",,"وحّد","C2",
"اسم",,"مرجل","C1",
"اسم",,"عدسة","C1",
"اسم",,"أمانة","C2",
"اسم",,"فضل","B2",
"فعل",,"وظّف","C2",
"اسم",,"محرقة","C1",
"صفة",,"توجيهي","C1",
"صفة",,"لاهوتي","C1",
"اسم",,"ارتباك","B2",
"اسم",,"قنصل","B2",
"اسم",,"ريشة","B2",
"اسم",,"خادمة","B2",
"فعل",,"عزّز","C2",
"صفة",,"معماري","B1",
"صفة",,"خريفي","B1",
"اسم",,"مشاة","B1",
"اسم",,"مغلف","B2",
"اسم",,"موز","A2",
"اسم",,"فاشية","C1",
"اسم",,"لعب","B1",
"صفة",,"مزدهر","C1",
"فعل / اسم",,"حذف","C2",
"اسم",,"حسب","B2",
"صفة",,"مغناطيسي","C2",
"صفة",,"غراء","C1",
"اسم",,"بطل","B2",
"اسم",,"عصيدة","C1",
"صفة",,"حرفي","C1",
"اسم",,"صيدلية","A2",
"صفة",,"إدراكي","C2",
"صفة",,"غامق","C2",
"اسم",,"ذروة","C2",
"صفة",,"جمهوري","C1",
"اسم",,"إرجاء","B2",
"اسم",,"زعل","C2",
"اسم ",,"دار","B1",
"اسم ",,"إلزام","C1",
"اسم ",,"نظام","B2",
"اسم علم",,"إسرائيل","A2",
"اسم",,"وداعا","B1",
"اسم",,"آلاف","B1",
"فعل",,"تشاجر","B2",
"صفة",,"علنا","C1",
"اسم",,"قيامة","C1",
"فعل",,"وفّر","C2",
"صفة",,"متعاون","B2",
"اسم",,"ليف","C1",
"اسم",,"تجنيد","C2",
"اسم",,"مناقصة","C1",
"فعل / اسم",,"تدخّل","C2",
"اسم",,"عيون","C2",
"اسم",,"مائتان","B1",
"صفة",,"وثني","C1",
"صفة",,"نوعي","C1",
"فعل",,"أعلن","B2",
"فعل",,"عدّل","C1",
"اسم",,"احتمالية","C1",
"صفة",,"يساري","C1",
"صفة",,"بائس","B2",
"فعل",,"استحق","C1",
"اسم",,"طبيب","A2",
"اسم",,"إشفاق","C1",
"اسم",,"شرح","B2",
"اسم",,"ممشى","C1",
"اسم",,"لؤلؤة","C1",
"اسم",,"غطى","C2",
"اسم",,"شخصيا","B1",
"اسم",,"مشغل","C1",
"اسم",,"تكبير","C2",
"فعل",,"حلل","C1",
"فعل",,"اشترك","C2",
"اسم علم",,"أستراليا","A2",
"اسم",,"فرو","C1",
"اسم",,"توريد","C1",
"فعل",,"أثّر","C2",
"اسم",,"إذهال","C2",
"فعل",,"استقال","B2",
"اسم",,"كثرة","B1",
"اسم",,"شوكولاتة","A2",
"اسم",,"فراولة","A2",
"اسم",,"لغاية","C1",
"اسم",,"مبتكر","C2",
"فعل",,"قبّل","C2",
"صفة",,"برجوازي","C1",
"صفة",,"مرير","C1",
"اسم",,"نقش","C1",
"اسم",,"خد","B2",
"اسم",,"عجالة","C1",
"صفة",,"زائف","C1",
"صفة",,"سوفيتي","A1",
"فعل",,"خدع","C1",
"اسم",,"زخرفة","C1",
"فعل / اسم",,"توسط","C1",
"فعل",,"أحسّ","C2",
"صفة",,"زجاجي","B1",
"فعل",,"مثّل","B2",
"اسم / صفة",,"أهلية","C1",
"صفة",,"جزئي","C2",
"فعل",,"أسّس","B2",
"اسم",,"رزمة","C1",
"اسم",,"سجق","A2",
"اسم",,"مسيحية","A2",
"صفة",,"غيور","C1",
"فعل",,"تسخين","B2",
"اسم",,"انبعاث","C1",
"ظرف زمان",,"مؤخرا","B2",
"اسم علم",,"أسبانيا","A2",
"اسم",,"مناورة","C1",
"اسم / صفة",,"قيّم","C2",
"اسم",,"رف","B1",
"فعل",,"صعق","C2",
"اسم",,"رقعة","C1",
"اسم",,"سليل","C1",
"اسم",,"إقلاع","C1",
"فعل",,"نظّمَ","C2",
"اسم",,"رسومات","B2",
"اسم / صفة",,"الإنجليزية","A2",
"اسم",,"حارة","B2",
"اسم",,"مظلة","B2",
"اسم / صفة",,"دكتاتورية","C1",
"فعل",,"مزق","C1",
"اسم",,"صنوبر","C1",
"اسم",,"رشاش","C1",
"فعل",,"أذاع","B2",
"صفة",,"قليلا","B1",
"فعل",,"ترأس","C1",
"فعل",,"شغّل","C2",
"صفة",,"جامد","B2",
"صفة",,"بنفسجي","A2",
"فعل",,"تبقى","B2",
"اسم / صفة",,"احتياطي","B2",
"اسم",,"طحينة","A2",
"فعل",,"اقتبس","C1",
"اسم علم",,"البرازيل","A2",
"فعل",,"شغل","B2",
"فعل",,"استدعى","C2",
"اسم",,"ماكياج","B2",
"اسم",,"مصداقية","C1",
"صفة",,"مجانا","B1",
"صفة",,"حيواني","B1",
"اسم",,"خندق","C1",
"اسم",,"أرمل","B2",
"اسم",,"تعليمات","B2",
"صفة",,"هولندي","A2",
"اسم",,"جبين","B1",
"اسم",,"حائز","B2",
"صفة",,"إسرائيلي","A2",
"صفة",,"جزئيا","B2",
"فعل",,"عبر","C2",
"اسم",,"استفزاز","C1",
"اسم",,"عفوا","A2",
"صفة",,"إجرائي","C1",
"فعل",,"بقي","C1",
"اسم",,"تشكيلة","B2",
"اسم",,"الفضاء","B2",
"اسم",,"بالفعل","B2",
"فعل",,"طار","B1",
"فعل",,"شَعَر","B1",
"اسم",,"قذارة","C1",
"صفة",,"كنسي","C1",
"اسم",,"هليكوبتر","B1",
"اسم",,"فرامل","B2",
"اسم",,"جمنازيوم","B1",
"اسم",,"صقيع","C1",
"فعل",,"يملك","B1",
"فعل",,"حَكَمَ","B2",
"فعل",,"تسكع","C1",
"فعل",,"رحّب","C2",
"فعل",,"وعظ","C1",
"اسم",,"كيلوجرام","B1",
"اسم / فعل",,"زار","B1",
"صفة",,"بدين","A2",
"اسم",,"ركلة","B2",
"فعل",,"اختبر","B2",
"صفة",,"جامعي","C1",
"اسم",,"انحدار","C1",
"صفة",,"دنماركي","A2",
"اسم علم",,"يورو","B1",
"صفة",,"تعليمية","C1",
"اسم اشارة",,"ذاك","B2",
"اسم",,"عموما","B2",
"اسم",,"لافتة","B2",
"فعل",,"استأنف","C1",
"اسم",,"إتقان","C2",
"فعل",,"يمد","B2",
"صفة",,"بدني","B2",
"اسم",,"بلور","C1",
"فعل",,"ناقش","B2",
"اسم",,"تصليح","B2",
"اسم",,"إطلاقا","C2",
"صفة",,"اجتماعي","B2",
"صفة",,"غالب","C1",
"اسم",,"الضغط","C1",
"صفة",,"نظري","C1",
"اسم",,"نملة","B2",
"فعل",,"انكسر","B2",
"اسم",,"إشعال","C1",
"اسم",,"ترام","B1",
"صفة",,"سمين","B1",
"اسم",,"مرتين","B1",
"اسم",,"تنوير","C1",
"اسم",,"ماجيستير","C2",
"فعل",,"مص","C1",
"صفة",,"فوضوي","C1",
"صفة",,"إنساني","B2",
"صفة",,"دهني","B2",
"اسم",,"ذهول","C1",
"اسم",,"مستنقع","C2",
"صفة",,"شيك","B2",
"صفة",,"غنى","B1",
"فعل",,"وسّع","C2",
"اسم",,"فتحة","B2",
"صفة",,"تاريخي","C1",
"فعل",,"استهلك","C1",
"فعل / اسم",,"تصادم","C1",
"اسم علم",,"فودكا","B2",
"اسم",,"شراكة","C2",
"اسم",,"إشاعة","C1",
"فعل",,"نفخ","B2",
"اسم",,"شفقة","C1",
"اسم",,"استدارة","C2",
"اسم",,"شفافية","C1",
"اسم",,"تمريض","B2",
"اسم",,"فتيات","C2",
"اسم",,"جوقة","C2",
"صفة",,"وثائقي","C1",
"صفة",,"فظيع","B2",
"اسم",,"ارتعاش","C1",
"فعل",,"نهى","C2",
"اسم",,"تحيات","B2",
"اسم",,"إيثار","C1",
"صفة",,"سوفيتي","C2",
"صفة",,"احتفالي","C1",
"اسم",,"مذاق","C1",
"اسم",,"مدخنة","B2",
"صفة",,"معمودية","C2",
"اسم",,"طاحونة","C2",
"فعل",,"فضح","C1",
"صفة",,"ممتن","B2",
"اسم",,"كمثرى","A2",
"اسم",,"فيضان","B2",
"اسم",,"تدعيم","C1",
"اسم",,"إيقاظ","B2",
"صفة",,"سياسي","B2",
"فعل",,"حلَّ","B2",
"اسم",,"صرامة","C1",
"اسم",,"عانق","C2",
"اسم / صفة",,"مسطح","C1",
"صفة",,"مكشوف","B2",
"اسم",,"خصخصة","C1",
"صفة",,"سويدي","A2",
"اسم",,"قضيب","B2",
"اسم",,"إيضاح","B2",
"اسم",,"مسيرة","C2",
"اسم",,"أسفلت","C1",
"اسم",,"ريبورتاج","C1",
"اسم",,"رهينة","C1",
"اسم",,"ممرّ","C2",
"اسم",,"غرام","B1",
"فعل",,"وزّع","C2",
"اسم",,"دولاب","B1",
"فعل",,"استجاب","C1",
"صفة",,"واقعية","B2",
"اسم",,"مدين","C2",
"اسم",,"قذيفة","C1",
"فعل",,"وزّع","B2",
"اسم",,"خصخصة","C1",
"اسم",,"نهج","C2",
"صفة",,"وافر","C1",
"اسم",,"جرأة","B2",
"اسم",,"عظمة","B2",
"اسم",,"ائتمان","C1",
"اسم",,"تحية","B2",
"اسم",,"قومية","C2",
"فعل",,"استرخى","C1",
"فعل",,"تحدى","B2",
"فعل",,"تراكم","C1",
"اسم",,"صنيعة","C1",
"اسم",,"الصين","A2",
"فعل",,"تزحلق","B2",
"اسم / صفة",,"عفن","C1",
"اسم",,"مشاجرة","B2",
"فعل",,"أبعد","B2",
"اسم",,"إبهام","C1",
"اسم",,"الكل","B1",
"صفة",,"بار","B2",
"فعل",,"سحب","B1",
"صفة",,"محرج","B1",
"اسم",,"أسطوانة","B2",
"اسم",,"يوميات","B1",
"فعل",,"غمر","C1",
"اسم علم",,"لندن","A1",
"اسم",,"ماما","A1",
"اسم",,"اللجوء","C1",
"صفة",,"بعمق","C1",
"اسم",,"رغم","B2",
"صفة",,"صوفي","B2",
"اسم",,"لطف","B2",
"صفة",,"افتراضي","C1",
"فعل",,"اعتنى","C1",
"صفة",,"ثلاثي","C1",
"فعل",,"شاهد","B1",
"فعل / اسم",,"دعم","C2",
"صفة",,"مجمد","B1",
"اسم",,"ملحن","C1",
"فعل",,"فكّر","C2",
"اسم",,"عرقلة","C2",
"اسم",,"ربط","C2",
"صفة",,"إلزامي","C1",
"صفة",,"أرضى","C2",
"اسم",,"والدان","B1",
"اسم",,"إطفائي","C1",
"اسم",,"ستارة","B1",
"اسم",,"أدوات","B1",
"اسم",,"إهداء","C2",
"اسم",,"إنسانية","C2",
"اسم / فعل",,"سكن","B1",
"اسم / فعل",,"أسرة","A2",
"اسم",,"أَمَة","C2",
"اسم علم",,"انجلترا","A1",
"اسم",,"ملاحقة","C2",
"فعل",,"غارة","C1",
"فعل",,"ادخر","C2",
"اسم",,"قرميدة","C2",
"اسم",,"برواز","B2",
"فعل",,"شارك","B2",
"صفة",,"فسيح","C2",
"فعل",,"احتج","C1",
"فعل",,"أقسم","C1",
"فعل",,"أخبَرَ","C2",
"فعل",,"استمدّ","C2",
"اسم / فعل",,"رمش","B2",
"اسم",,"سماء","C2",
"فعل",,"دفّأ","C2",
"اسم",,"ثمانمائة","B1",
"اسم",,"تعميد","C1",
"صفة",,"مُعقد","C2",
"اسم",,"أمان","B2",
"فعل",,"ارتدى","C2",
"فعل",,"حسّن","C2",
"فعل",,"نافس","C2",
"فعل",,"علّم","C2",
"اسم",,"بهيمة","C1",
"اسم",,"إسطبل","B2",
"فعل",,"أغضب","C2",
"اسم",,"ظهيرة","C2",
"اسم",,"نشوة","C2",
"صفة",,"أبكم","C2",
"اسم",,"تخديم","C2",
"اسم",,"رائد","C2",
"اسم / فعل",,"جرف","C2",
"اسم / فعل",,"شطب","B2",
"اسم",,"راصد","C2",
"اسم",,"هارب","B2",
"اسم",,"نوبة","C1",
"فعل",,"رَسَم","C2",
"فعل",,"سرق","B1",
"فعل",,"تبادَل","C2",
"اسم",,"محنة","C2",
"فعل",,"دوس","C2",
"اسم علم",,"المجر","C1",
"فعل",,"موّل","C1",
"فعل",,"صرخ","B2",
"اسم",,"مبيت","C1",
"اسم",,"نظارة","A2",
"اسم",,"سَنَة","A2",
"فعل",,"خمن","B2",
"اسم علم",,"كرواتيا","C1",
"اسم",,"أمومة","C1",
"اسم",,"كاكاو","A2",
"اسم",,"نعاس","B1",
"صفة",,"كثير","C2",
"اسم",,"شمام","A2",
"اسم",,"نحت","B2",
"اسم",,"عشيقة","B2",
"اسم",,"متصور","C2",
"اسم علم",,"ستوكهولم","A2",
"صفة",,"أرميني","C2",
"فعل",,"تزوَج","B1",
"اسم",,"ذرّة","C2",
"اسم",,"برجوازية","C1",
"اسم",,"واق","C1",
"اسم تفضيل",,"أكثر","C2",
"صفة",,"تركيبي","C2",
"اسم / فعل",,"تتابع","C2",
"اسم",,"تنشئة","C2",
"اسم",,"طوبة","B2",
"فعل / اسم تفضيل",,"أبرز","C1",
"اسم / صفة",,"مدلل","B2",
"اسم",,"براز","B2",
"اسم",,"ألوان","A2",
"حرف",,"بلْ","C2",
"شبه جملة",,"بالأحرى","C1",
"اسم",,"تفتيش","C2",
"اسم",,"اجتهاد","B2",
"اسم",,"إزعال","C2",
"اسم",,"ركود","B2",
"اسم",,"تعليل","C2",
"صفة",,"مرتاح","B1",
"فعل",,"ظلّ","C2",
"فعل",,"طارد","C2",
"فعل",,"اصطحب","C2",
"فعل",,"تماسك","B2",
"فعل",,"اغتسل","C2",
"اسم",,"نبرة","C1",
"اسم",,"الغرب","A2",
"صفة",,"مخفي","B2",
"اسم",,"جيران","B1",
"صفة",,"حرفي","C1",
"اسم",,"هرمون","C1",
"اسم",,"عامل","C2",
"صفة",,"مالي","B2",
"فعل",,"لعق","C1",
"فعل",,"كدح","C1",
"اسم علم",,"التبت","B2",
"فعل",,"انقذ","B2",
"اسم",,"بلوط","C1",
"ظرف زمان",,"بعدئذ","C1",
"فعل",,"فاوض","C1",
"اسم",,"هاوية","C2",
"اسم",,"إلهة","C1",
"اسم / كشف",,"كشف","C2",
"اسم",,"معشوق","C1",
"اسم",,"نفاية","C1",
"اسم",,"مبارزة","C2",
"اسم",,"جريح","B2",
"اسم علم",,"تشيلي","C2",
"اسم",,"لاهوت","C2",
"صفة",,"طفيف","C1",
"اسم",,"اصطدام","B2",
"اسم",,"طبعا","C2",
"اسم",,"بهو","C2",
"اسم",,"محاسبة","C2",
"اسم",,"آثم","B2",
"فعل / اسم",,"داعم","B2",
"فعل  ",,"أدمج","C2",
"اسم",,"الروك","B1",
"فعل",,"وظف","C2",
"فعل",,"كيّف","C2",
"صفة",,"مثلج","B1",
"صفة",,"تشيكي","B1",
"اسم",,"التصاق","B2",
"فعل",,"فكّر","C2",
"صفة",,"مقيد","B2",
"فعل",,"عدّد","C2",
"اسم",,"فاصوليا","A2",
"فعل",,"صَمَت","C2",
"فعل",,"حرّك","C2",
"اسم",,"مقص","A2",
"اسم",,"صخب","C2",
"اسم",,"مصادفة","B2",
"صفة",,"هاديء","B1",
"فعل",,"سدّد","C2",
"اسم",,"خرافة","C1",
"صفة",,"ملحد","C1",
"اسم",,"انتاج","B2",
"فعل",,"اختار","C2",
"اسم",,"قائل","C2",
"اسم",,"براعة","B2",
"صفة",,"تكتيكي","C2",
"اسم",,"مناظرة","C2",
"اسم",,"كربون","C1",
"فعل",,"نسق","C1",
"اسم",,"إرهاب","B2",
"صفة",,"معلوماتي","C1",
"اسم",,"أولا","B1",
"صفة",,"استثماري","C1",
"فعل",,"ترجم","B2",
"اسم",,"زنبور","C2",
"فعل",,"أدرك","B2",
"صفة",,"نمساوي","B1",
"اسم",,"استكشاف","B2",
"اسم",,"موازنة","C1",
"صفة",,"حُر","C2",
"اسم",,"تسريع","B2",
"صفة",,"غالٍ","C2",
"اسم",,"كراج","C1",
"اسم",,"متفرج","B2",
"اسم",,"مؤنث","B1",
"صفة",,"راض","B2",
"فعل",,"يرث","C2",
"صفة",,"هاتفي","B1",
"فعل",,"قذف","C2",
"فعل",,"جلب","C2",
"اسم",,"إنزال","B2",
"اسم",,"مشمش","C2",
"فعل",,"انضمّ","C2",
"فعل",,"طالَبَ","C2",
"اسم",,"مقصف","C1",
"فعل",,"أغرق","C1",
"اسم",,"اختصاص","C2",
"صفة",,"تجريدي","C2",
"اسم",,"أحذية","A2",
"اسم",,"مدمن","B2",
"اسم",,"نسج","C1",
"اسم",,"غباء","B2",
"اسم",,"سكري","B1",
"فعل",,"راقَبَ","C2",
"اسم",,"عُشب","B2",
"فعل",,"عَلِّق","C2",
"فعل",,"وصّل","C2",
"اسم",,"تجويف","C2",
"اسم",,"هجره","C2",
